ID,Label
1001,0.46314222161558444
1002,0.8498996310494324
1003,0.769602100887133
1004,0.46658036949145476
1005,0.08351319834464702
1006,0.9740269964938831
1007,0.09953961253055393
1008,0.04619591473669961
1009,0.9891980750142726
1010,0.9024782913714735
1011,0.21496113721681445
1012,0.6105776624397763
1013,0.734106978766785
1014,0.9892030267174866
1015,0.23345410896398872
1016,0.11830537900908844
1017,0.2359685646340861
1018,0.1455976512564657
1019,0.3168657530638353
1020,0.2784116825393604
1021,0.3339076731966507
1022,0.8715915799643617
1023,0.052074454864841954
1024,0.45105553227837725
1025,0.24570855516881554
1026,0.28373230213403866
1027,0.09467259555235633
1028,0.10020117577741924
1029,0.03946335457247729
1030,0.16928640801019942
1031,0.9669645247609778
1032,0.8135786897438256
1033,0.08040944568030825
1034,0.9590791620005106
1035,0.3505335902276642
1036,0.36484837589108593
1037,0.24921430584146448
1038,0.4838437084993842
1039,0.09169769418925955
1040,0.2952401443331123
1041,0.1129203134827281
1042,0.922096232335871
1043,0.9909883509555356
1044,0.7518403966051252
1045,0.5184482889038067
1046,0.9848037454518137
1047,0.22056514814750378
1048,0.1112047751340481
1049,0.7909115091755781
1050,0.956199560736708
1051,0.19049262296178868
1052,0.14434721742218046
1053,0.9859044705316855
1054,0.944899719275543
1055,0.9406294285596519
1056,0.594045159759599
1057,0.08777475729995986
1058,0.4895174034568841
1059,0.36956414933709425
1060,0.8605352668083336
1061,0.7211823846494807
1062,0.4256433239654107
1063,0.21544661993241626
1064,0.13314616203062407
1065,0.7900104032318389
1066,0.2849409164344269
1067,0.9877932117772312
1068,0.10218428865881464
1069,0.9783288213699713
1070,0.9764439376280719
1071,0.10636225761357936
1072,0.14391615191692933
1073,0.9837021184051031
1074,0.37543226515249795
1075,0.6039040090469834
1076,0.3491177593026946
1077,0.4144990704160389
1078,0.9535806665442362
1079,0.3637478737257971
1080,0.8841306562214735
1081,0.16820343189133125
1082,0.9461800196298233
1083,0.07527626858267253
1084,0.5455350683916782
1085,0.18746253315935799
1086,0.09484497197596319
1087,0.983271300833353
1088,0.20383218530057645
1089,0.7792183948737311
1090,0.7479899751245884
1091,0.7672722478689131
1092,0.8715305928379373
1093,0.9107093130591617
1094,0.6197785184744666
1095,0.7421344520793223
1096,0.10918424687049169
1097,0.08658135356302743
1098,0.8122059313650467
1099,0.7177032765301572
1100,0.9227564752905516
1101,0.3394146376561884
1102,0.12539720361518683
1103,0.7780925817532295
1104,0.9624879377914547
1105,0.948397144021158
1106,0.03395473737638908
1107,0.8342890787096688
1108,0.9619096618421512
1109,0.08937852267607412
1110,0.7591687680801433
1111,0.4045670366157128
1112,0.2721197950333763
1113,0.9248618513106313
1114,0.981741163908345
1115,0.9497653485751747
1116,0.2102566367051612
1117,0.8734443873400937
1118,0.27136885946345213
1119,0.7798863909127464
1120,0.9692141370578239
1121,0.08112453607417065
1122,0.3184722887076469
1123,0.8959805600813636
1124,0.9591874353898181
1125,0.09887777669636331
1126,0.13885955493964902
1127,0.74347014799932
1128,0.18344392334622248
1129,0.8784491027831458
1130,0.868151013951349
1131,0.9047626230184477
1132,0.26945848294566294
1133,0.8177283054611015
1134,0.8230631279610522
1135,0.8547352102532471
1136,0.9310273524208919
1137,0.33007099758925645
1138,0.25887284178060954
1139,0.9585198826365993
1140,0.1426242891718795
1141,0.20206676732873452
1142,0.6447274063092022
1143,0.05810775625740823
1144,0.9687514939012531
1145,0.08539648554516625
1146,0.9860479851328151
1147,0.2720933944048475
1148,0.44624914110272934
1149,0.11314933526324672
1150,0.06102184692443733
1151,0.30723541612290817
1152,0.16492254241541787
1153,0.0788300704676216
1154,0.8512437864173682
1155,0.039123481950693303
1156,0.15917008432191418
1157,0.12035104645188935
1158,0.969709874426464
1159,0.23442626004676892
1160,0.50634439800053
1161,0.66424551607536
1162,0.20430701212489188
1163,0.9911906433295314
1164,0.7490576206481965
1165,0.3175342236819247
1166,0.3117724852747453
1167,0.1988214507745219
1168,0.6774086191270083
1169,0.9834260304241204
1170,0.31379713299953194
1171,0.1171696402197864
1172,0.8908453692116245
1173,0.9747966431472996
1174,0.8939830994249782
1175,0.9801598409919512
1176,0.15086623472263935
1177,0.08146172734206955
1178,0.18826146206564243
1179,0.22337782766812714
1180,0.2584589623158349
1181,0.7434788054192347
1182,0.3129890970697556
1183,0.16708995020330697
1184,0.9269970481652774
1185,0.3062324875584177
1186,0.15216461073999776
1187,0.9049466750179421
1188,0.8809069336157456
1189,0.45246946746799205
1190,0.08733729003548275
1191,0.28495660641994647
1192,0.1923648888695655
1193,0.1226867374270823
1194,0.05249323576666401
1195,0.9171379312096428
1196,0.3538069783198605
1197,0.47439978936450167
1198,0.2222987259318984
1199,0.08849774593244386
1200,0.1352889195354381
1201,0.05038033415000827
1202,0.1128951955699254
1203,0.3891093550100553
1204,0.10241510918177282
1205,0.06548959305674192
1206,0.11061421290014448
1207,0.33968890211281033
1208,0.9752487357131873
1209,0.6547458533172554
1210,0.26305829373715256
1211,0.1912501804867065
1212,0.9893587679494221
1213,0.9877711495748798
1214,0.9455745325261389
1215,0.6672848735599338
1216,0.3634497263355131
1217,0.4862378821934718
1218,0.8866397528227948
1219,0.902886329482208
1220,0.308402932723835
1221,0.9115704986214608
1222,0.27067810874812187
1223,0.7900996928865744
1224,0.9796787677037657
1225,0.5116271779701209
1226,0.19541169396857033
1227,0.1667517963546935
1228,0.8668914902211684
1229,0.1472725949993328
1230,0.946368438887599
1231,0.17211072687554269
1232,0.3315325398678813
1233,0.7857434086428098
1234,0.32390466752464114
1235,0.2475240563319204
1236,0.3184802388563663
1237,0.4124491212248711
1238,0.16873599107698198
1239,0.12617281168918074
1240,0.09816514563168233
1241,0.34555782083628406
1242,0.4463021202246383
1243,0.472606158994861
1244,0.11417774371346007
1245,0.3764750236993115
1246,0.4075936743168748
1247,0.8178719083797362
1248,0.9658802724073562
1249,0.045458393012326494
1250,0.939546576478943
1251,0.9585328113049351
1252,0.4490274907957179
1253,0.03727097147472757
1254,0.8303338433227738
1255,0.1966001292830805
1256,0.8924027734640695
1257,0.8907750125834006
1258,0.24133348093255436
1259,0.9778101572591948
1260,0.20239569665668355
1261,0.9720327684741152
1262,0.21482950862674977
1263,0.45717313187238307
1264,0.8943981263718612
1265,0.9751647164580473
1266,0.07839206975659302
1267,0.4738487095651337
1268,0.44946016072478034
1269,0.8241467194757637
1270,0.7116920632946956
1271,0.7058107806529692
1272,0.11534091059054187
1273,0.7318094969458344
